og,level,nm,description,COG_categories,OG_ID
COG0848,2,8226,biopolymer transport protein,U,COG0848@2
COG0849,2,4012,cell division,D,COG0849@2
COG0847,2,9246,"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. The epsilon subunit contain the editing function and is a proofreading 3'-5' exonuclease",L,COG0847@2
COG0845,2,33406,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,M,COG0845@2
COG0850,2,2038,regulation of cytokinetic process,D,COG0850@2
COG0851,2,1655,regulation of division septum assembly,D,COG0851@2
COG0852,2,3179,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",C,COG0852@2
COG0853,2,2607,Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine,H,COG0853@2
COG0854,2,2218,Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate,H,COG0854@2
COG0857,2,1586,belongs to the CobB CobQ family,C,COG0857@2
COG0855,2,3485,Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP),P,COG0855@2
COG0858,2,4416,rRNA processing,J,COG0858@2
COG0859,2,6513,ADP-heptose-lipopolysaccharide heptosyltransferase activity,M,COG0859@2
COG0861,2,5323,Integral membrane protein TerC family,P,COG0861@2
COG0864,2,1429,response to nickel cation,K,COG0864@2
COG0863,2,3178,N-4 methylation of cytosine,L,COG0863@2
COG0860,2,8897,N-Acetylmuramoyl-L-alanine amidase,M,COG0860@2
COG1001,2,1681,Belongs to the metallo-dependent hydrolases superfamily. Adenine deaminase family,F,COG1001@2
COG1002,2,2377,DNA modification,V,COG1002@2
COG1003,2,3316,"oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor",E,COG1003@2
COG1004,2,4831,Belongs to the UDP-glucose GDP-mannose dehydrogenase family,M,COG1004@2
COG1005,2,3171,quinone binding,C,COG1005@2
COG1006,2,2329,Multisubunit Na H antiporter MnhC subunit,P,COG1006@2
COG1007,2,3177,ATP synthesis coupled electron transport,C,COG1007@2
COG1008,2,3833,"NDH-1 shuttles electrons from NAD(P)H, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",C,COG1008@2
COG1009,2,5850,"NADH ubiquinone oxidoreductase subunit 5 chain L Multisubunit Na H antiporter, MnhA subunit",CP,COG1009@2
COG1010,2,1891,Tetrapyrrole (Corrin/Porphyrin) Methylases,H,COG1010@2
COG1011,2,10164,phosphatase activity,S,COG1011@2
COG1013,2,4125,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor",C,COG1013@2
COG1015,2,1815,phosphopentomutase activity,G,COG1015@2
COG1017,2,2306,nitric oxide dioxygenase activity,C,COG1017@2
COG1014,2,5835,Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin,C,COG1014@2
COG1021,2,823,"(2,3-dihydroxybenzoyl)adenylate synthase activity",Q,COG1021@2
COG1018,2,11057,nitric oxide dioxygenase activity,C,COG1018@2
COG1020,2,17981,D-alanine [D-alanyl carrier protein] ligase activity,Q,COG1020@2
COG1023,2,1467,D-gluconate metabolic process,G,COG1023@2
COG1022,2,5557,Amp-dependent synthetase and ligase,I,COG1022@2
COG1025,2,563,Belongs to the peptidase M16 family,O,COG1025@2
COG1012,2,39247,belongs to the aldehyde dehydrogenase family,C,COG1012@2
COG1026,2,751,Peptidase M16C associated,S,COG1026@2
COG1027,2,2028,Aspartate ammonia-lyase,E,COG1027@2
COG1029,2,119,,C,COG1029@2
COG1030,2,1781,,O,COG1030@2
COG1033,2,2326,growth of symbiont in host cell,S,COG1033@2
COG1032,2,7385,radical SAM domain protein,C,COG1032@2
COG1035,2,778,"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus",C,COG1035@2
COG1034,2,2589,ATP synthesis coupled electron transport,C,COG1034@2
COG1036,2,314,dihydromethanopterin reductase activity,C,COG1036@2
COG1024,2,30075,Enoyl-CoA hydratase,I,COG1024@2
COG1038,2,1667,"Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second",C,COG1038@2
COG1039,2,541,RNA-DNA hybrid ribonuclease activity,L,COG1039@2
COG1041,2,345,tRNA (guanine-N2-)-methyltransferase activity,L,COG1041@2
COG1040,2,5073,competence protein,K,COG1040@2
COG1028,2,89155,"oxidoreductase activity, acting on CH-OH group of donors",IQ,COG1028@2
COG1042,2,2985,CoA-binding domain protein,C,COG1042@2
COG1043,2,2738,"involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell",M,COG1043@2
COG1044,2,3847,lipid A biosynthetic process,M,COG1044@2
COG1045,2,5094,serine acetyltransferase,E,COG1045@2
COG1047,2,2983,modulation by symbiont of host adenylate cyclase-mediated signal transduction,O,COG1047@2
COG1049,2,1229,2-methylisocitrate dehydratase activity,C,COG1049@2
COG1048,2,4353,aconitate hydratase activity,C,COG1048@2
COG1054,2,2181,Belongs to the UPF0176 family,J,COG1054@2
COG1056,2,414,cytidyltransferase-related domain,H,COG1056@2
COG1055,2,4662,arsenite transmembrane transporter activity,P,COG1055@2
COG1052,2,8483,NAD binding,CH,COG1052@2
COG1053,2,10291,succinate dehydrogenase,C,COG1053@2
COG1058,2,2773,Probable molybdopterin binding domain,S,COG1058@2
COG1059,2,99,"Responsible for removing an oxidatively damaged form of guanine (7,8-dihydro-8-oxoguanine 7-oxoG) from DNA. Also nicks DNA at apurinic apyrimidinic sites (AP sites)",L,COG1059@2
COG1057,2,4802,Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD),H,COG1057@2
COG1060,2,2258,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase activity",H,COG1060@2
COG1051,2,18794,GDP-mannose mannosyl hydrolase activity,F,COG1051@2
COG1061,2,6562,Type III restriction enzyme res subunit,L,COG1061@2
COG1062,2,4664,S-(hydroxymethyl)glutathione dehydrogenase activity,C,COG1062@2
COG1064,2,5209,alcohol dehydrogenase,P,COG1064@2
COG1067,2,1599,ATP-dependent peptidase activity,O,COG1067@2
COG1069,2,1155,ribulokinase activity,G,COG1069@2
COG1066,2,4461,"DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function",O,COG1066@2
COG1063,2,13427,alcohol dehydrogenase,E,COG1063@2
COG1071,2,6121,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",C,COG1071@2
COG1072,2,1679,(Pantothenic acid kinase)),F,COG1072@2
COG1070,2,7477,xylulokinase activity,G,COG1070@2
COG1074,2,4293,ATP-dependent DNA helicase activity,L,COG1074@2
COG1076,2,2119,ATPase activator activity,O,COG1076@2
COG1075,2,5776,acetyltransferases and hydrolases with the alpha beta hydrolase fold,KLT,COG1075@2
COG1078,2,1516,dGTPase activity,S,COG1078@2
COG1077,2,4912,Cell shape determining protein MreB Mrl,D,COG1077@2
COG1079,2,3317,Belongs to the binding-protein-dependent transport system permease family,S,COG1079@2
COG1080,2,7591,General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr),G,COG1080@2
COG1073,2,20569,thiolester hydrolase activity,S,COG1073@2
COG1083,2,1383,cytidylyl-transferase,M,COG1083@2
COG1082,2,14414,myo-inosose-2 dehydratase activity,G,COG1082@2
COG1085,2,1666,galactose-1-phosphate uridylyltransferase,C,COG1085@2
COG1087,2,5409,UDP-glucose 4-epimerase activity,M,COG1087@2
COG1086,2,4803,Polysaccharide biosynthesis protein,GM,COG1086@2
COG1089,2,2237,"GDP-mannose 4,6-dehydratase activity",M,COG1089@2
COG1093,2,66,translation initiation factor activity,J,COG1093@2
COG1090,2,2613,coenzyme binding,S,COG1090@2
COG1088,2,4054,"dTDP-glucose 4,6-dehydratase activity",M,COG1088@2
COG1099,2,453,"hydrolase activity, acting on ester bonds",S,COG1099@2
COG1098,2,1296,S1 RNA binding domain,J,COG1098@2
COG1091,2,4244,dTDP-4-dehydrorhamnose reductase activity,M,COG1091@2
COG1092,2,4239,Specifically methylates the guanine in position 2445 (m2G2445) and the guanine in position 2069 (m7G2069) of 23S rRNA,J,COG1092@2
COG1101,2,1499,ABC transporter,S,COG1101@2
COG1100,2,1809,GTP binding,S,COG1100@2
COG1102,2,1273,"Psort location Cytoplasmic, score",F,COG1102@2
COG1106,2,1765,"AAA domain, putative AbiEii toxin, Type IV TA system",S,COG1106@2
COG1105,2,3372,Belongs to the carbohydrate kinase PfkB family,H,COG1105@2
COG1104,2,6805,"Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins",E,COG1104@2
COG1108,2,7247,ABC-type Mn2 Zn2 transport systems permease components,P,COG1108@2
COG1111,2,469,helicase activity,L,COG1111@2
COG1112,2,3451,Superfamily I DNA and RNA helicases and helicase subunits,L,COG1112@2
COG1109,2,10822,phosphoglucosamine mutase activity,G,COG1109@2
COG1114,2,2087,Component of the transport system for branched-chain amino acids,E,COG1114@2
COG1113,2,5573,amino acid transport,E,COG1113@2
COG1115,2,4635,amino acid carrier protein,E,COG1115@2
COG1116,2,11567,anion transmembrane transporter activity,P,COG1116@2
COG1118,2,1555,Part of the ABC transporter complex CysAWTP involved in sulfate thiosulfate import. Responsible for energy coupling to the transport system,P,COG1118@2
COG1117,2,5119,ATPase-coupled phosphate ion transmembrane transporter activity,P,COG1117@2
COG1119,2,1999,ATPase activity,P,COG1119@2
COG1122,2,7263,ATPase activity,P,COG1122@2
COG1121,2,6092,zinc-transporting ATPase activity,P,COG1121@2
COG1123,2,365,ATPase activity,P,COG1123@2
COG1124,2,958,nickel-transporting ATPase activity,EP,COG1124@2
COG1120,2,8515,ATPase activity,HP,COG1120@2
COG1125,2,2781,glycine betaine transport,E,COG1125@2
COG1127,2,3642,ATPase activity,Q,COG1127@2
COG1133,2,317,In Escherichia coli SbmA is involved in uptake of microcin J25,I,COG1133@2
COG1126,2,13244,abc transporter atp-binding protein,E,COG1126@2
COG1129,2,13568,ABC transporter,G,COG1129@2
COG1134,2,3653,teichoic acid transport,GM,COG1134@2
COG1135,2,4269,methionine transport,P,COG1135@2
COG1137,2,2673,lipopolysaccharide-transporting ATPase activity,S,COG1137@2
COG1138,2,1826,Cytochrome C-type biogenesis protein,O,COG1138@2
COG1139,2,2369,lactate oxidation,C,COG1139@2
COG1136,2,23508,lipoprotein transporter activity,V,COG1136@2
COG1140,2,1091,nitrate reductase beta subunit,C,COG1140@2
COG1132,2,34107,(ABC) transporter,V,COG1132@2
COG1141,2,3621,electron transfer activity,C,COG1141@2
COG1142,2,1507,"4 iron, 4 sulfur cluster binding",C,COG1142@2
COG1131,2,35638,ATPase activity,V,COG1131@2
COG1144,2,529,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor",C,COG1144@2
COG1143,2,6125,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",C,COG1143@2
COG1145,2,4520,"4fe-4S ferredoxin, iron-sulfur binding domain protein",C,COG1145@2
COG1146,2,5369,"4 iron, 4 sulfur cluster binding",C,COG1146@2
COG1148,2,1620,"4fe-4S ferredoxin, iron-sulfur binding domain protein",C,COG1148@2
COG1149,2,1658,"4 iron, 4 sulfur cluster binding",C,COG1149@2
COG1150,2,816,4Fe-4S dicluster domain,C,COG1150@2
COG1151,2,1710,hydroxylamine reductase activity,C,COG1151@2
COG1152,2,109,carbon-monoxide dehydrogenase (ferredoxin) activity,C,COG1152@2
COG1155,2,826,Produces ATP from ADP in the presence of a proton gradient across the membrane. The V-type alpha chain is a catalytic subunit,C,COG1155@2
COG1156,2,824,Produces ATP from ADP in the presence of a proton gradient across the membrane. The V-type beta chain is a regulatory subunit,C,COG1156@2
COG1154,2,4369,1-deoxy-D-xylulose-5-phosphate synthase activity,H,COG1154@2
COG1157,2,2649,protein secretion by the type III secretion system,NU,COG1157@2
COG1158,2,4416,"DNA-templated transcription, termination",K,COG1158@2
COG1161,2,2437,GTP binding,S,COG1161@2
COG1165,2,1659,Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC),H,COG1165@2
COG1159,2,4586,GTP binding,S,COG1159@2
COG1166,2,1128,arginine decarboxylase activity,H,COG1166@2
COG1160,2,4719,GTP binding,S,COG1160@2
COG1162,2,4676,GTPase activity,S,COG1162@2
COG1164,2,3639,metalloendopeptidase activity,E,COG1164@2
COG1168,2,2805,Bifunctional PLP-dependent enzyme with beta-cystaTHIonase and maltose regulon repressor activities,E,COG1168@2
COG1169,2,2094,isochorismate synthase activity,HQ,COG1169@2
COG1171,2,7057,"Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short- lived. The second step is the nonenzymatic hydrolysis of the enamine imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA",E,COG1171@2
COG1167,2,12783,transaminase activity,K,COG1167@2
COG1174,2,4661,glycine betaine transport,P,COG1174@2
COG1172,2,11477,Belongs to the binding-protein-dependent transport system permease family,G,COG1172@2
COG1176,2,6086,putrescine transport,P,COG1176@2
COG1173,2,17449,"ABC-type dipeptide oligopeptide nickel transport systems, permease components",P,COG1173@2
COG1175,2,23573,transmembrane transport,P,COG1175@2
COG1178,2,4604,thiamine transport,P,COG1178@2
COG1179,2,2083,involved in molybdopterin and THIamine biosynthesis family 1,H,COG1179@2
COG1180,2,4272,glycyl-radical enzyme activating activity,C,COG1180@2
COG1177,2,7025,DNA import into cell involved in transformation,P,COG1177@2
COG1184,2,57,translation initiation factor activity,J,COG1184@2
COG1181,2,6604,Belongs to the D-alanine--D-alanine ligase family,F,COG1181@2
COG1183,2,3462,phosphatidylcholine synthase activity,I,COG1183@2
COG1182,2,2716,"oxidoreductase activity, acting on other nitrogenous compounds as donors",I,COG1182@2
COG1185,2,4449,polyribonucleotide nucleotidyltransferase activity,J,COG1185@2
COG1188,2,3693,"Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit, (S4 paralog))",J,COG1188@2
COG1186,2,6316,translation release factor activity,J,COG1186@2
COG1187,2,9306,pseudouridine synthase activity,J,COG1187@2
COG1189,2,2791,Ribosomal RNA methyltransferase RrmJ FtsJ,J,COG1189@2
COG1190,2,4096,Belongs to the class-II aminoacyl-tRNA synthetase family,J,COG1190@2
COG1191,2,7802,sigma factor activity,K,COG1191@2
COG1193,2,3383,negative regulation of DNA recombination,L,COG1193@2
COG1194,2,3785,base-excision repair,L,COG1194@2
COG1195,2,4414,single-stranded DNA binding,L,COG1195@2
COG1192,2,13729,plasmid maintenance,D,COG1192@2
COG1197,2,4520,"transcription-coupled nucleotide-excision repair, DNA damage recognition",L,COG1197@2
COG1196,2,17515,nuclear chromosome segregation,D,COG1196@2
COG1198,2,4942,"DNA replication, synthesis of RNA primer",L,COG1198@2
COG1199,2,4192,ATP-dependent helicase activity,L,COG1199@2
COG1200,2,4833,ATP-dependent DNA helicase activity,L,COG1200@2
COG1203,2,2264,DNA/RNA hybrid annealing activity,L,COG1203@2
COG1201,2,2769,RNA secondary structure unwinding,L,COG1201@2
COG1204,2,516,response to ionizing radiation,L,COG1204@2
COG1205,2,1566,dead DEAH box helicase,L,COG1205@2
COG1206,2,1705,Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs,J,COG1206@2
COG1207,2,4363,glucosamine-1-phosphate N-acetyltransferase activity,M,COG1207@2
COG1213,2,950,nucleotidyl transferase,M,COG1213@2
